vin,start_date,part_number,vendor_name,quantity,price
0EPPRCZZ8NW751990,3/25/2021,BH-EAEGAM0074,Nam-zim,2,61.99
0EPPRCZZ8NW751990,3/25/2021,BH-ICS0158,Betatech,3,36.51
0EPPRCZZ8NW751990,3/25/2021,BM-EAEGAM0062,Nam-zim,2,120.26
0EPPRCZZ8NW751990,3/25/2021,BM-EAEM0150,Zathunicon,1,132.56
0EPPRCZZ8NW751990,3/25/2021,BM-ICS0156,Toughzap,2,61.85
0EPPRCZZ8NW751990,5/28/2021,FH-EAEM0150,Funholding,4,37.67
0EPPRCZZ8NW751990,5/28/2021,TP-EAEIS0077,Betatech,4,87.94
0EPPRCZZ8NW751990,5/28/2021,TP-EAEM0146,Betatech,1,96.23
0EPPRCZZ8NW751990,5/28/2021,ZN-EAESS0117,Plexzap,1,18.12
0EPPRCZZ8NW751990,7/13/2021,FH-BAE0020,Zathunicon,3,90.14
0EPPRCZZ8NW751990,7/13/2021,FH-EAESS0116,Toughzap,2,72.19
0EPPRCZZ8NW751990,8/13/2021,FH-EAEM0144,Finhigh,1,75.68
0EPPRCZZ8NW751990,8/13/2021,FH-EAES0102,Plexzap,4,134.39
0EPPRCZZ8NW751990,8/13/2021,PP-BAE0002,Toughzap,2,86.47
0EPPRCZZ8NW751990,8/13/2021,PP-BAED0024,Betatech,1,86.87
0I0Q707FJ2E520815,4/1/2021,FG-EAEAD0047,Zathunicon,2,21.67
0I0Q707FJ2E520815,4/1/2021,FG-PACBS0177,Toughzap,2,14.02
0I0Q707FJ2E520815,4/1/2021,PP-BAED0028,Toughzap,2,41.09
0I0Q707FJ2E520815,4/1/2021,PP-EAES0104,Zathunicon,4,13.17
0I0Q707FJ2E520815,4/20/2021,BH-BAE0016,Betatech,4,30.08
0I0Q707FJ2E520815,4/20/2021,PP-EAEGAM0064,Finhigh,4,23.36
0I0Q707FJ2E520815,4/20/2021,PP-ICS0157,Zathunicon,1,3.78
0I0Q707FJ2E520815,4/20/2021,ZN-ICS0162,Nam-zim,2,43.67
0I0Q707FJ2E520815,4/20/2021,ZN-IFCAP0152,Blackzim,3,43.39
0I0Q707FJ2E520815,4/27/2021,NM-EAEM0142,Toughzap,4,28.76
0I0Q707FJ2E520815,4/27/2021,TP-EAEESS0056,Plexzap,2,6.01
0I0Q707FJ2E520815,4/27/2021,TP-PACBS0173,Finhigh,4,45.87
0I0Q707FJ2E520815,9/3/2021,FG-BAE0014,Plexzap,3,36.02
0I0Q707FJ2E520815,9/3/2021,NM-10141,Betatech,1,40.24
0I0Q707FJ2E520815,9/3/2021,NM-EAEGAM0063,Funholding,3,37.73
0I0Q707FJ2E520815,9/9/2021,BH-EAESS0117,Plexzap,3,16.35
0I0Q707FJ2E520815,9/9/2021,BH-PACBS0169,Toughzap,1,13.88
0I0Q707FJ2E520815,9/9/2021,FH-EAES0093,Funholding,1,39.22
0I0Q707FJ2E520815,9/9/2021,NM-BAE0002,Betatech,1,7.93
0I0Q707FJ2E520815,9/9/2021,TP-ICS0154,Funholding,3,34.54
0I0Q707FJ2E520815,9/9/2021,TP-PACBS0191,Toughzap,2,12.54
0I0Q707FJ2E520815,9/15/2021,FG-EAEM0146,Funholding,1,18.73
0I0Q707FJ2E520815,9/15/2021,FG-EAESS0115,Toughzap,1,18.68
0I0Q707FJ2E520815,9/15/2021,FH-EAEM0134,Betatech,1,45.92
0I0Q707FJ2E520815,9/15/2021,FH-EAEM0135,Betatech,3,1.42
0I0Q707FJ2E520815,9/15/2021,PP-BAE0017,Blackzim,1,14.17
0I0Q707FJ2E520815,9/15/2021,ZN-EAEAD0042,Toughzap,1,26.07
0I0Q707FJ2E520815,9/15/2021,ZN-EAEM0140,Zathunicon,2,26.27
0K0DP4SDKL0912273,10/13/2020,BH-EAEESS0060,Blackzim,2,65.45
0K0DP4SDKL0912273,10/13/2020,FH-EAEGAM0074,Toughzap,4,13.98
0K0DP4SDKL0912273,10/13/2020,FH-EAELASS0092,Zathunicon,2,38.23
0K0DP4SDKL0912273,10/13/2020,FH-EAES0093,Blackzim,2,10.52
0K0DP4SDKL0912273,10/13/2020,ZN-PACBS0197,Toughzap,2,24.97
0K0DP4SDKL0912273,11/7/2020,BH-EAEM0149,Nam-zim,2,65.38
0K0DP4SDKL0912273,11/7/2020,ZN-BAED0031,Nam-zim,3,57.69
0K0DP4SDKL0912273,1/5/2021,BH-PACBS0191,Betatech,3,62.38
0K0DP4SDKL0912273,1/5/2021,BM-EAEESS0053,Nam-zim,1,4.28
0K0DP4SDKL0912273,1/5/2021,ZN-BAE0014,Finhigh,3,40.54
0K0DP4SDKL0912273,1/23/2021,BH-ICS0158,Zathunicon,4,16.26
0K0DP4SDKL0912273,1/23/2021,BM-EAEGAM0071,Nam-zim,3,18.02
0K0DP4SDKL0912273,3/6/2021,FH-EAECS0051,Funholding,3,90.64
0K0DP4SDKL0912273,3/6/2021,FH-EAEGAM0069,Betatech,3,86.25
0K0DP4SDKL0912273,3/6/2021,TP-BAE0000,Betatech,2,8.42
0K0DP4SDKL0912273,3/6/2021,TP-BAEW0038,Funholding,3,53.29
0K0DP4SDKL0912273,3/6/2021,TP-EAEGAM0067,Funholding,3,14.89
0K0DP4SDKL0912273,3/6/2021,TP-PACBS0178,Finhigh,2,13.44
0K0DP4SDKL0912273,3/15/2021,FG-BAE0015,Plexzap,1,77.31
0K0DP4SDKL0912273,3/15/2021,PP-BAE0000,Betatech,2,74.64
0K0DP4SDKL0912273,6/10/2021,BH-EAECS0048,Toughzap,1,63.67
0K0DP4SDKL0912273,6/10/2021,BH-EAEWH0131,Funholding,4,62.97
0K0DP4SDKL0912273,6/10/2021,FG-EAES0124,Nam-zim,3,45.82
0K0DP4SDKL0912273,6/10/2021,FG-PACBS0164,Plexzap,4,72.68
0K0DP4SDKL0912273,6/10/2021,FH-10141,Finhigh,1,90.43
0K0DP4SDKL0912273,6/10/2021,FH-BAE0015,Betatech,2,17.51
0K0DP4SDKL0912273,6/10/2021,FH-EAES0103,Funholding,1,7.93
0K0DP4SDKL0912273,6/10/2021,FH-PACBS0190,Plexzap,1,89.7
0K0DP4SDKL0912273,6/10/2021,ZN-BAED0029,Nam-zim,4,67.21
0K0DP4SDKL0912273,6/10/2021,ZN-EAELASS0092,Nam-zim,2,32.64
0K0DP4SDKL0912273,6/25/2021,FH-EAEM0140,Zathunicon,1,79.6
0K0DP4SDKL0912273,6/25/2021,NM-EAELASS0090,Zathunicon,2,51.79
0UBBG820VBK445621,5/10/2021,BM-EAES0096,Toughzap,4,24.21
0UBBG820VBK445621,5/10/2021,FG-EAEAD0041,Betatech,1,43.69
0UBBG820VBK445621,5/10/2021,FG-PACBS0173,Zathunicon,3,71.57
0UBBG820VBK445621,6/17/2021,BM-10141,Nam-zim,3,94.2
0UBBG820VBK445621,6/17/2021,FG-PACBS0175,Nam-zim,4,42.95
0UBBG820VBK445621,6/28/2021,FG-EAEM0145,Plexzap,2,42.33
0UBBG820VBK445621,7/24/2021,FG-EAEAD0047,Zathunicon,3,44.74
0UBBG820VBK445621,7/24/2021,FG-EAEM0138,Toughzap,2,86.93
0UBBG820VBK445621,7/24/2021,FG-EAES0093,Nam-zim,3,35.55
0UBBG820VBK445621,7/24/2021,FG-EAESS0118,Funholding,2,54.75
0UBBG820VBK445621,7/24/2021,TP-EAES0101,Blackzim,1,28.33
0VWWXBNXE6N897485,10/15/2020,FH-EAEESS0060,Toughzap,4,14.28
0VWWXBNXE6N897485,10/15/2020,FH-EAEGAM0071,Funholding,1,18.46
0VWWXBNXE6N897485,10/15/2020,FH-EAEIS0079,Plexzap,1,3.02
0VWWXBNXE6N897485,10/15/2020,FH-ICS0162,Funholding,3,7.49
0VWWXBNXE6N897485,10/15/2020,NM-EAEGAM0062,Finhigh,1,12.63
0VWWXBNXE6N897485,10/15/2020,NM-EAES0108,Finhigh,3,3.69
0VWWXBNXE6N897485,10/15/2020,TP-EAEWH0128,Nam-zim,4,23.93
0VWWXBNXE6N897485,10/15/2020,TP-ICS0161,Betatech,4,17.15
0VWWXBNXE6N897485,11/22/2020,BM-EAEIS0075,Zathunicon,4,12.69
0VWWXBNXE6N897485,11/22/2020,NM-BAE0011,Funholding,3,23.17
0VWWXBNXE6N897485,11/22/2020,NM-EAECS0051,Betatech,3,26.61
0VWWXBNXE6N897485,4/2/2021,BM-BAE0013,Blackzim,3,12.39
0VWWXBNXE6N897485,4/2/2021,BM-EAEM0136,Funholding,1,27.72
0VWWXBNXE6N897485,4/2/2021,TP-BAED0026,Zathunicon,1,14.6
0VWWXBNXE6N897485,4/2/2021,TP-ICS0156,Plexzap,3,20.08
0VWWXBNXE6N897485,4/24/2021,FH-EAECS0049,Blackzim,1,28.3
0VWWXBNXE6N897485,4/24/2021,FH-PACBS0172,Funholding,4,15.31
0VWWXBNXE6N897485,8/26/2021,FG-EAEESS0058,Toughzap,2,0.56
0VWWXBNXE6N897485,8/26/2021,ZN-EAES0126,Finhigh,2,20.22
0VWWXBNXE6N897485,8/26/2021,ZN-PACBS0183,Blackzim,1,27.41
0VWWXBNXE6N897485,9/21/2021,BM-BAED0031,Blackzim,3,9.29
0VWWXBNXE6N897485,9/21/2021,BM-EAEAD0041,Funholding,3,27.97
0VWWXBNXE6N897485,9/21/2021,BM-EAES0105,Betatech,1,0.36
0VWWXBNXE6N897485,9/21/2021,FG-EAEM0135,Finhigh,2,15.96
0WPI14P1N3Y139809,6/7/2021,FG-10141,Blackzim,2,73.73
0WPI14P1N3Y139809,6/7/2021,FG-EAEGAM0073,Zathunicon,4,35.78
0WPI14P1N3Y139809,6/24/2021,PP-PACBS0174,Betatech,3,98.84
0YQVT1ME4G3999928,6/7/2021,ZN-ICS0161,Blackzim,1,25.21
0YQVT1ME4G3999928,8/2/2021,FH-EAECS0052,Betatech,3,28.86
0YQVT1ME4G3999928,8/2/2021,NM-BAE0015,Plexzap,1,9.61
0YQVT1ME4G3999928,8/2/2021,PP-EAEESS0059,Toughzap,1,18.42
0YQVT1ME4G3999928,8/2/2021,PP-EAEM0144,Finhigh,3,26.85
0YQVT1ME4G3999928,8/2/2021,PP-EAES0094,Finhigh,4,15.33
0YQVT1ME4G3999928,8/2/2021,TP-BAEW0036,Toughzap,1,23.57
0YQVT1ME4G3999928,8/2/2021,TP-EAES0112,Nam-zim,3,31.18
0YQVT1ME4G3999928,8/2/2021,TP-PACBS0173,Plexzap,2,18.83
0YQVT1ME4G3999928,8/8/2021,BH-EAEESS0058,Finhigh,1,28.73
0YQVT1ME4G3999928,8/8/2021,NM-BAE0014,Funholding,3,17.19
0YQVT1ME4G3999928,8/8/2021,NM-BAED0032,Zathunicon,3,28.69
0YQVT1ME4G3999928,8/8/2021,NM-EAES0096,Toughzap,1,31.68
0YQVT1ME4G3999928,8/18/2021,BM-BAE0000,Blackzim,1,18.98
0YQVT1ME4G3999928,8/18/2021,TP-EAEAD0044,Toughzap,2,7.58
0YQVT1ME4G3999928,8/18/2021,TP-EAES0101,Blackzim,1,10.8
0YQVT1ME4G3999928,8/18/2021,ZN-IFCAP0151,Zathunicon,3,7.41
15G3KHMPQ6Q659826,12/12/2020,ZN-EAEESS0058,Betatech,3,25.64
15G3KHMPQ6Q659826,12/12/2020,ZN-EAES0100,Betatech,4,53.87
15G3KHMPQ6Q659826,7/30/2021,FG-PACBS0183,Funholding,1,12.83
15G3KHMPQ6Q659826,7/30/2021,PP-BAEW0040,Zathunicon,1,21.03
15G3KHMPQ6Q659826,7/30/2021,PP-ICS0155,Nam-zim,3,57.98
15G3KHMPQ6Q659826,7/30/2021,ZN-BAE0003,Funholding,2,46.66
15G3KHMPQ6Q659826,7/30/2021,ZN-EAELASS0084,Nam-zim,1,29.61
15G3KHMPQ6Q659826,8/14/2021,BM-EAES0110,Toughzap,3,75.93
15G3KHMPQ6Q659826,8/14/2021,NM-BAEW0039,Betatech,4,105.26
15G3KHMPQ6Q659826,8/14/2021,NM-EAEIS0081,Finhigh,2,105.06
15G3KHMPQ6Q659826,8/14/2021,ZN-EAEM0147,Zathunicon,2,10.64
15G3KHMPQ6Q659826,8/14/2021,ZN-PACBS0197,Funholding,2,28.53
15G3KHMPQ6Q659826,8/14/2021,ZN-PACBS0198,Funholding,1,22.33
15G3KHMPQ6Q659826,8/31/2021,BM-ICS0160,Toughzap,2,106.26
15G3KHMPQ6Q659826,8/31/2021,BM-PACBS0195,Zathunicon,4,25.66
15G3KHMPQ6Q659826,8/31/2021,NM-EAEM0137,Toughzap,3,72.08
15G3KHMPQ6Q659826,8/31/2021,TP-BAE0022,Blackzim,3,74.98
1DQL1LHOWDJ517215,1/26/2021,PP-PACBS0189,Nam-zim,4,33.15
1DQL1LHOWDJ517215,1/26/2021,ZN-BAED0030,Funholding,1,3.54
1DQL1LHOWDJ517215,1/26/2021,ZN-PACBS0170,Blackzim,3,0.44
1DQL1LHOWDJ517215,4/4/2021,NM-ICS0154,Funholding,3,30.02
1DQL1LHOWDJ517215,4/4/2021,PP-BAE0008,Betatech,4,34.35
1DQL1LHOWDJ517215,4/4/2021,PP-PACBS0192,Betatech,4,1.07
1DQL1LHOWDJ517215,5/20/2021,ZN-EAES0102,Blackzim,2,15.06
1DQL1LHOWDJ517215,5/20/2021,ZN-PACBS0186,Toughzap,1,17.12
1DQL1LHOWDJ517215,7/28/2021,NM-EAESS0118,Finhigh,2,29.46
1DQL1LHOWDJ517215,8/1/2021,TP-BAEW0036,Finhigh,4,10.48
1DQL1LHOWDJ517215,8/1/2021,TP-EAEIS0079,Nam-zim,4,30.52
1EF7NFU0EUT973245,11/13/2020,FG-EAES0106,Betatech,1,61.23
1EF7NFU0EUT973245,11/13/2020,FG-ICS0157,Nam-zim,3,89.29
1EF7NFU0EUT973245,11/13/2020,NM-EAELASS0092,Plexzap,1,61.38
1EF7NFU0EUT973245,11/13/2020,NM-PACBS0179,Finhigh,2,8.59
1EF7NFU0EUT973245,12/13/2020,FG-BAED0023,Plexzap,2,25.42
1EF7NFU0EUT973245,12/13/2020,FG-EAEESS0057,Plexzap,2,9.71
1EF7NFU0EUT973245,12/13/2020,FG-PACBS0192,Toughzap,2,48.37
1EF7NFU0EUT973245,12/13/2020,NM-BAED0030,Funholding,4,74.62
1EF7NFU0EUT973245,12/13/2020,NM-PACBS0173,Nam-zim,1,34.86
1EF7NFU0EUT973245,12/13/2020,PP-EAEM0134,Blackzim,1,35.69
1EF7NFU0EUT973245,12/13/2020,PP-EAES0109,Blackzim,1,75.42
1EF7NFU0EUT973245,12/13/2020,TP-EAEGAM0063,Plexzap,2,52
1EF7NFU0EUT973245,12/13/2020,TP-EAEM0149,Zathunicon,1,7.68
1EF7NFU0EUT973245,2/8/2021,BM-EAEGAM0072,Finhigh,3,9.23
1EF7NFU0EUT973245,2/8/2021,FG-BAE0010,Funholding,2,41.91
1EF7NFU0EUT973245,2/8/2021,FG-BAEW0038,Funholding,1,19.79
1EF7NFU0EUT973245,2/8/2021,FH-EAEESS0059,Blackzim,2,61.3
1EF7NFU0EUT973245,2/8/2021,ZN-BAE0020,Plexzap,2,32.7
1EF7NFU0EUT973245,2/8/2021,ZN-PACBS0176,Betatech,4,17.04
1EF7NFU0EUT973245,2/18/2021,BH-EAES0112,Nam-zim,2,81.01
1EF7NFU0EUT973245,2/18/2021,FG-EAES0104,Finhigh,4,46.77
1EF7NFU0EUT973245,4/11/2021,FG-ICS0159,Plexzap,3,91.98
1EF7NFU0EUT973245,4/11/2021,FG-PACBS0183,Nam-zim,3,81.18
1EF7NFU0EUT973245,4/11/2021,PP-EAEGAM0064,Funholding,4,3.82
1EF7NFU0EUT973245,4/11/2021,PP-EAEIS0075,Nam-zim,2,29.63
1EF7NFU0EUT973245,4/19/2021,FH-EAESS0119,Zathunicon,4,47.13
1EF7NFU0EUT973245,4/19/2021,FH-PACBS0164,Blackzim,4,13.91
1EF7NFU0EUT973245,4/19/2021,PP-EAECS0051,Funholding,2,56.54
1EF7NFU0EUT973245,5/22/2021,FH-EAEESS0053,Zathunicon,3,39.13
1EF7NFU0EUT973245,5/22/2021,FH-PACBS0190,Zathunicon,2,15.42
1EF7NFU0EUT973245,5/22/2021,ZN-EAEESS0057,Finhigh,3,3.38
1EF7NFU0EUT973245,5/22/2021,ZN-PACBS0173,Finhigh,4,41.74
1FU8E0GMYMW270793,5/9/2020,BH-EAEAD0041,Funholding,2,76.95
1FU8E0GMYMW270793,5/9/2020,FG-EAEGAM0066,Finhigh,1,56.4
1FU8E0GMYMW270793,5/9/2020,FG-PACBS0194,Toughzap,1,9.66
1FU8E0GMYMW270793,5/9/2020,FH-EAELASS0085,Toughzap,1,61.21
1FU8E0GMYMW270793,5/9/2020,FH-EAES0112,Toughzap,3,20.35
1FU8E0GMYMW270793,7/28/2020,BM-EAEGAM0065,Blackzim,2,76.36
1FU8E0GMYMW270793,7/28/2020,BM-EAEM0132,Nam-zim,3,67.94
1FU8E0GMYMW270793,7/28/2020,FG-BAED0030,Nam-zim,3,66.51
1FU8E0GMYMW270793,7/28/2020,FG-EAESS0115,Plexzap,2,14.84
1FU8E0GMYMW270793,7/28/2020,TP-EAECS0048,Finhigh,3,33.28
1FU8E0GMYMW270793,7/28/2020,TP-EAELASS0090,Toughzap,1,24.65
1FU8E0GMYMW270793,7/28/2020,TP-EAES0110,Funholding,1,4.84
1FU8E0GMYMW270793,7/28/2020,TP-PACBS0189,Finhigh,2,26.96
1FU8E0GMYMW270793,9/7/2020,FG-EAEWH0130,Zathunicon,1,55.89
1FU8E0GMYMW270793,9/7/2020,FG-ICS0157,Funholding,3,30.77
1FU8E0GMYMW270793,10/13/2020,FG-EAECS0052,Toughzap,4,69.56
1FU8E0GMYMW270793,10/13/2020,NM-EAEGAM0073,Betatech,2,15.21
1FU8E0GMYMW270793,10/13/2020,NM-EAEM0136,Betatech,1,58.42
1FU8E0GMYMW270793,10/23/2020,FH-EAELASS0086,Plexzap,1,31.81
1FU8E0GMYMW270793,10/23/2020,FH-PACBS0191,Nam-zim,4,79.09
1FU8E0GMYMW270793,11/16/2020,BH-BAED0024,Funholding,3,24.87
1FU8E0GMYMW270793,11/16/2020,BH-EAEAD0044,Toughzap,1,31.83
1FU8E0GMYMW270793,11/16/2020,BH-PACBS0179,Zathunicon,3,75.81
1FU8E0GMYMW270793,11/16/2020,FG-BAE0018,Zathunicon,1,60.84
1FU8E0GMYMW270793,11/16/2020,FG-EAEM0142,Plexzap,3,72.71
1FU8E0GMYMW270793,11/16/2020,ZN-EAES0093,Zathunicon,4,9.76
1FU8E0GMYMW270793,11/16/2020,ZN-PACBS0171,Finhigh,3,72.54
1FU8E0GMYMW270793,11/16/2020,ZN-PACBS0177,Nam-zim,1,41.62
1FU8E0GMYMW270793,2/22/2021,ZN-PACBS0175,Betatech,1,49.45
1NGZ4FLKC0Y272420,6/8/2021,BM-EAES0127,Betatech,1,17.75
